price,bed,bath,sqft_living,sqft_total,floors,condition,sqft_basement,yr_built,yr_renovated,city
568450.0,5.0,3.5,3260,58806,2.0,4,0,1969,0,Kent
532000.0,5.0,3.0,3480,57499,1.0,4,1,1976,1,Issaquah
0.0,5.0,2.75,2910,53898,1.0,5,1,1979,0,Woodinville
575000.0,5.0,3.0,3690,49709,1.0,3,1,1960,1,Des Moines
535000.0,5.0,2.25,2520,49222,2.0,4,0,1978,1,Issaquah
869000.0,5.0,3.25,4180,49222,2.0,4,1,1979,0,Issaquah
499950.0,5.0,3.5,3200,43560,2.0,3,0,1989,0,Renton
3800000.0,5.0,5.5,7050,42840,1.0,4,1,1978,1,Clyde Hill
569950.0,5.0,4.5,4850,40902,2.0,3,0,2001,0,Federal Way
7062500.0,5.0,4.5,10040,37325,2.0,3,1,1940,1,Bellevue
0.0,5.0,3.5,3480,36615,2.0,4,1,1983,0,Issaquah
975000.0,5.0,4.0,4850,36450,2.0,3,0,1977,1,Bellevue
542804.75,5.0,2.75,2910,36250,1.0,3,1,1977,1,Sammamish
831500.0,5.0,2.5,4470,35124,2.5,3,0,1984,0,Woodinville
480000.0,5.0,4.75,3830,35000,1.0,3,1,1976,0,Woodinville
392000.0,5.0,2.25,3740,32481,1.5,3,1,1958,1,Des Moines
740000.0,5.0,5.0,5774,31675,1.0,3,1,1984,0,Federal Way
850000.0,5.0,3.5,3450,28324,1.0,5,1,1972,0,Kirkland
1025000.0,5.0,4.0,3760,28040,2.0,3,0,1983,1,Kirkland
898000.0,5.0,1.5,2680,28014,1.0,4,1,1963,0,Bellevue
1635000.0,5.0,3.5,4220,26784,1.0,3,1,1958,1,Bellevue
1730000.0,5.0,3.5,5000,26540,2.0,3,1,2008,0,Mercer Island
755000.0,5.0,2.5,3260,24300,1.5,4,1,1950,1,Lake Forest Park
622500.0,5.0,2.75,3320,23760,2.0,4,1,1975,0,Woodinville
1680000.0,5.0,3.25,4860,23723,2.0,4,1,1989,0,Mercer Island
1702500.0,5.0,4.5,5190,23716,2.0,3,1,1987,1,Mercer Island
453500.0,5.0,2.5,2300,23345,1.0,5,1,1967,0,Renton
458000.0,5.0,2.5,3090,23265,1.0,3,1,1957,1,Bothell
1700000.0,5.0,3.5,5850,22885,2.0,4,1,1978,1,Bellevue
599000.0,5.0,2.75,2730,22572,1.0,3,1,1968,1,Sammamish
0.0,5.0,6.25,8020,21738,2.0,3,0,2001,0,Bellevue
320000.0,5.0,2.5,3020,21441,1.0,4,1,1978,1,Kent
625000.0,5.0,2.5,2700,21208,1.0,4,1,1955,1,Bellevue
895000.0,5.0,2.5,2550,20875,1.0,4,1,1953,1,Bellevue
489990.0,5.0,2.25,2440,20828,1.5,4,0,1975,0,Kent
2680000.0,5.0,3.0,4290,20445,2.0,4,0,1985,0,Medina
1325000.0,5.0,2.25,3200,20158,1.0,3,1,1965,1,Clyde Hill
1575000.0,5.0,2.75,3650,20150,1.0,4,1,1975,0,Bellevue
1346400.0,5.0,1.75,3380,20021,1.0,4,1,1963,0,Clyde Hill
805000.0,5.0,2.5,4600,19831,1.0,3,1,1956,1,Shoreline
589950.0,5.0,3.0,2790,19439,1.0,5,1,1973,0,Renton
950833.333333,5.0,3.0,3330,19126,2.0,4,1,1977,0,Mercer Island
365000.0,5.0,2.0,2280,19000,1.5,3,0,1924,1,Burien
740000.0,5.0,3.75,3990,18897,2.0,3,1,1937,1,Seattle
1681000.0,5.0,5.25,4830,18707,2.0,5,1,1952,1,Mercer Island
1120000.0,5.0,2.75,4400,18500,1.0,5,1,1963,0,Kenmore
1195000.0,5.0,3.0,3420,18129,2.0,3,1,1952,1,Mercer Island
1886700.0,5.0,3.5,4180,17935,2.0,3,0,2004,1,Bellevue
1075000.0,5.0,4.75,5180,17811,2.0,3,1,2001,0,Snoqualmie
665000.0,5.0,2.0,2800,17788,1.0,4,1,1963,0,Kirkland
1550000.0,5.0,3.25,3370,17458,1.0,5,1,1982,0,Mercer Island
403500.0,5.0,2.5,3600,17300,1.0,4,1,1968,0,Normandy Park
1365000.0,5.0,3.5,4210,17258,2.0,3,0,1995,0,Bellevue
545000.0,5.0,2.5,2730,17240,1.0,5,1,1958,0,Kenmore
1795000.0,5.0,3.25,5270,17232,2.0,3,1,1977,1,Mercer Island
1270000.0,5.0,2.5,3200,17204,1.0,3,1,1952,1,Bellevue
2321000.0,5.0,4.75,5780,17004,2.0,3,1,2006,0,Mercer Island
1030000.0,5.0,2.75,3190,16920,1.0,3,1,1976,0,Bellevue
556000.0,5.0,2.5,3840,16905,2.0,3,0,1991,0,Federal Way
585000.0,5.0,2.5,2670,16777,1.5,4,1,1920,0,Seattle
1895000.0,5.0,2.25,3120,16672,2.0,4,0,1969,0,Yarrow Point
744500.0,5.0,2.5,2700,16570,1.0,4,1,1967,0,Bellevue
1000000.0,5.0,4.25,3920,16258,2.0,3,1,1990,1,Bellevue
507000.0,5.0,3.25,3850,16249,2.0,3,1,2002,0,Auburn
254000.0,5.0,2.0,2080,16117,1.0,5,1,1959,0,Auburn
542500.0,5.0,2.75,2520,16100,1.0,4,1,1960,1,Mercer Island
1800000.0,5.0,4.5,4400,15580,2.0,3,1,2003,0,Bellevue
913888.0,5.0,2.25,2370,15512,2.0,4,0,1981,0,Bellevue
435000.0,5.0,2.25,1970,15247,1.0,3,1,1986,0,Fall City
960000.0,5.0,4.0,3720,15200,2.0,3,0,2005,0,Sammamish
970000.0,5.0,3.0,3480,15185,2.0,4,0,1964,0,Mercer Island
1870000.0,5.0,4.0,4510,15175,2.0,3,0,1969,1,Mercer Island
562000.0,5.0,3.0,2795,15101,2.0,3,0,1996,0,Duvall
1710000.0,5.0,4.5,4590,14685,2.0,3,0,2009,0,Kirkland
1240000.0,5.0,4.0,4410,14380,2.0,3,0,2006,0,Redmond
350000.0,5.0,1.75,2330,14322,1.0,4,1,1968,0,Renton
765000.0,5.0,3.75,3580,14275,2.0,3,1,1999,0,Issaquah
895000.0,5.0,3.0,2876,13927,1.0,4,1,1973,0,Mercer Island
600000.0,5.0,2.25,3000,13899,2.0,4,0,1975,0,Redmond
1126000.0,5.0,3.5,3880,13885,2.0,4,1,1979,0,Bellevue
800866.0,5.0,2.5,3180,13806,2.0,4,0,1990,0,Kirkland
542500.0,5.0,2.75,3831,13800,2.0,3,0,1959,1,Mercer Island
235500.0,5.0,2.5,2340,13713,1.0,2,1,1967,0,Federal Way
452500.0,5.0,3.5,5960,13703,2.0,3,1,1984,0,Bellevue
989000.0,5.0,4.5,4030,13474,2.0,3,0,2000,0,Sammamish
850000.0,5.0,2.0,2310,13430,1.5,4,0,1966,0,Bellevue
1195000.0,5.0,2.75,3650,13297,2.0,5,1,1969,0,Mercer Island
1250000.0,5.0,3.25,3160,13238,2.0,5,0,1972,0,Mercer Island
538888.0,5.0,2.75,2080,13189,2.0,3,0,1987,1,Sammamish
2466350.0,5.0,4.75,6390,13180,2.0,3,1,1940,1,Seattle
4668000.0,5.0,6.75,9640,13068,1.0,3,1,1983,1,Mercer Island
519000.0,5.0,2.25,2570,13054,1.0,3,1,1950,1,Normandy Park
1815000.0,5.0,3.0,3880,13000,2.0,3,0,1972,1,Mercer Island
384900.0,5.0,2.5,3090,12750,1.0,3,1,1968,1,Federal Way
446000.0,5.0,2.75,2190,12687,1.0,5,1,1978,0,Kenmore
925000.0,5.0,5.5,5190,12637,2.0,3,0,2001,0,Snoqualmie
837700.0,5.0,2.75,3010,12611,2.0,3,0,1994,0,Redmond
598000.0,5.0,2.25,2890,12478,2.0,3,0,1977,1,Sammamish
436500.0,5.0,3.0,3110,12429,1.0,3,1,1977,1,Bothell
0.0,5.0,3.25,3690,12353,2.0,5,0,1977,0,Lake Forest Park
790000.0,5.0,3.25,2900,12160,1.0,4,1,1967,0,Bellevue
500000.0,5.0,3.25,3130,12087,2.0,3,1,1975,0,Issaquah
615000.0,5.0,2.25,2480,12070,2.0,3,0,1978,0,Sammamish
725000.0,5.0,2.5,3210,12000,1.0,4,1,1968,0,Bellevue
613000.0,5.0,2.5,2070,12000,1.0,4,1,1967,0,Bellevue
785000.0,5.0,3.25,3660,11995,2.0,3,0,2006,0,Snoqualmie
0.0,5.0,2.25,2880,11965,2.0,4,0,1990,0,Covington
437500.0,5.0,3.5,3690,11928,2.0,3,1,2006,0,Sammamish
602000.0,5.0,1.75,3290,11900,1.5,3,0,1973,1,Redmond
850000.0,5.0,2.75,2920,11880,1.0,5,1,1968,0,Issaquah
681500.0,5.0,2.75,3260,11700,1.0,3,1,1964,1,Bellevue
980000.0,5.0,2.5,3160,11470,1.0,4,1,1971,0,Mercer Island
565000.0,5.0,2.5,2650,11455,1.0,3,1,1961,1,Bellevue
500000.0,5.0,3.0,2920,11440,2.0,3,0,2003,0,Shoreline
554000.0,5.0,2.25,1870,11411,1.0,4,1,1961,1,Lake Forest Park
317000.0,5.0,2.5,2360,11375,1.0,4,1,1962,0,Seattle
409124.0,5.0,3.25,3320,11340,2.0,4,1,1999,0,Kent
1510000.0,5.0,3.25,4390,11250,2.0,3,0,2007,0,Mercer Island
580000.0,5.0,2.0,2700,10875,1.0,4,1,1962,0,Bellevue
2000000.0,5.0,4.25,6490,10862,2.0,4,1,1991,0,Mercer Island
389000.0,5.0,2.0,2330,10750,1.0,4,1,1962,0,Kenmore
195000.0,5.0,3.75,5340,10655,2.5,4,1,1912,1,Seattle
569000.0,5.0,3.0,3670,10583,1.0,5,1,1952,1,Lake Forest Park
462000.0,5.0,1.75,1250,10530,1.0,4,0,1966,0,Bellevue
395000.0,5.0,1.75,1840,10453,1.0,3,1,1948,1,Burien
2200000.0,5.0,4.75,5990,10450,2.0,3,1,2002,0,Issaquah
819995.0,5.0,2.75,3030,10335,2.0,3,0,2013,1,Newcastle
1240000.0,5.0,3.5,5430,10327,2.0,3,1,2007,0,Bellevue
420000.0,5.0,2.75,2280,10319,1.0,3,1,1959,1,Shoreline
675000.0,5.0,2.25,2900,10300,1.0,3,1,1985,0,Bellevue
190000.0,5.0,2.0,1750,10284,1.0,4,0,1943,0,Renton
1800000.0,5.0,5.0,4490,10279,2.0,3,1,2013,1,Bellevue
667781.25,5.0,2.75,3040,10257,2.0,3,0,1993,0,Bellevue
415000.0,5.0,1.5,1900,10226,1.0,3,1,1961,1,Kirkland
905000.0,5.0,3.5,3100,10200,1.0,3,1,1970,1,Bellevue
210000.0,5.0,2.0,2050,10200,1.0,3,1,1956,1,Des Moines
830000.0,5.0,2.25,2780,10192,2.0,4,0,1978,1,Bellevue
905000.0,5.0,3.5,3500,10155,2.0,3,1,1996,0,Bellevue
349950.0,5.0,3.0,2257,10117,1.0,3,1,2005,0,SeaTac
372500.0,5.0,3.0,2480,10090,1.0,3,1,2004,1,Seattle
975000.0,5.0,2.75,3100,10014,1.0,4,1,1973,0,Mercer Island
405000.0,5.0,1.75,1880,10000,1.0,3,1,1963,1,Kirkland
574950.0,5.0,3.25,3160,10000,2.0,4,0,1980,0,Issaquah
492500.0,5.0,2.5,2570,9962,2.0,3,0,2006,0,Duvall
1068000.0,5.0,3.5,3990,9938,2.0,3,0,2001,0,Newcastle
955000.0,5.0,2.25,2510,9887,2.0,3,0,1972,1,Mercer Island
700000.0,5.0,2.75,3100,9825,2.0,4,0,1950,1,Seattle
851000.0,5.0,3.25,3760,9792,2.0,3,1,1984,0,Bellevue
540000.0,5.0,3.0,3610,9775,2.0,3,0,2003,0,Maple Valley
288500.0,5.0,2.5,3390,9760,1.0,5,1,1978,0,Renton
298450.0,5.0,3.0,2100,9752,1.0,3,1,2007,0,Federal Way
400000.0,5.0,2.0,1930,9747,1.0,4,1,1962,0,Kenmore
941500.0,5.0,3.5,3490,9680,2.0,3,1,1980,0,Shoreline
470000.0,5.0,2.5,2210,9655,1.0,3,1,1976,0,Bothell
860000.0,5.0,3.25,4500,9648,2.0,4,1,1968,0,Seattle
530000.0,5.0,2.5,2910,9636,1.0,4,1,1964,0,Bellevue
515000.0,5.0,3.25,2740,9629,1.0,5,1,1977,0,Bothell
830000.0,5.0,3.0,3040,9601,1.0,5,1,1968,0,Mercer Island
675000.0,5.0,3.0,3410,9600,1.0,4,1,1968,0,Redmond
482000.0,5.0,2.25,2230,9600,1.0,3,1,1978,0,Woodinville
235000.0,5.0,2.5,2500,9583,1.0,3,1,1979,1,Des Moines
480000.0,5.0,2.5,2732,9500,1.0,4,1,1975,0,Federal Way
550000.0,5.0,2.0,2450,9488,1.0,4,1,1900,1,Seattle
1200000.0,5.0,2.75,2910,9480,1.5,3,0,1939,1,Seattle
2250000.0,5.0,4.25,4860,9453,1.5,5,1,1905,0,Seattle
930000.0,5.0,2.0,3530,9385,1.5,3,0,1925,1,Seattle
527700.0,5.0,2.5,2820,9375,1.0,4,1,1968,0,Bellevue
299000.0,5.0,2.5,2220,9360,1.0,4,1,1968,0,Renton
435000.0,5.0,2.0,1840,9240,1.0,4,1,1942,1,Seattle
287000.0,5.0,1.5,1730,9230,1.0,3,1,1962,1,Renton
525000.0,5.0,2.5,2630,9216,2.0,3,0,2003,0,Duvall
695500.0,5.0,2.75,2510,9180,1.0,4,1,1975,0,Redmond
560000.0,5.0,1.0,1710,9100,1.5,4,1,1926,1,Seattle
2400000.0,5.0,3.25,3410,9088,2.0,3,1,1912,1,Seattle
248000.0,5.0,1.5,1510,9078,1.0,4,0,1959,0,SeaTac
600000.0,5.0,2.0,2190,9072,1.0,5,1,1965,0,Redmond
2384000.0,5.0,2.5,3650,9050,2.0,5,1,1921,0,Seattle
340000.0,5.0,1.0,1120,9022,1.5,4,0,1962,0,Kirkland
0.0,5.0,4.0,4430,9000,2.0,3,0,2013,1,Bellevue
464000.0,5.0,2.5,3400,8970,1.0,4,1,1959,0,Shoreline
451000.0,5.0,2.75,2830,8925,1.5,3,0,1967,1,Kirkland
1150000.0,5.0,2.5,3580,8921,2.0,3,0,2000,0,Kirkland
199950.0,5.0,2.5,1740,8750,1.0,4,0,1959,0,Des Moines
1100000.0,5.0,2.75,2660,8737,1.0,5,1,1969,0,Bellevue
255000.0,5.0,2.25,2060,8632,1.0,3,1,1962,1,Burien
297000.0,5.0,2.5,1970,8605,2.0,4,0,1994,0,Enumclaw
352000.0,5.0,2.5,2420,8560,1.0,3,1,1978,0,Seattle
1395000.0,5.0,3.5,4010,8510,2.0,5,1,1971,0,Seattle
541125.0,5.0,2.75,2740,8426,1.0,4,1,1960,1,Bellevue
2700000.0,5.0,4.75,5305,8401,2.0,3,1,2005,0,Kirkland
377691.0,5.0,1.75,2120,8399,1.0,4,1,1942,1,Shoreline
525000.0,5.0,2.75,2880,8364,2.0,3,0,2006,0,Renton
875000.0,5.0,3.5,3840,8279,2.0,3,0,2001,0,Sammamish
1595000.0,5.0,3.0,3640,8239,2.0,3,1,1982,0,Bellevue
0.0,5.0,3.75,3870,8225,2.0,3,0,1998,1,Sammamish
312891.0,5.0,3.0,2300,8214,2.0,3,0,2013,1,Federal Way
562000.0,5.0,2.25,3040,8111,2.0,3,0,1984,0,Redmond
315000.0,5.0,1.75,2320,8100,1.0,4,1,1956,0,Burien
1532500.0,5.0,4.5,4270,8076,2.0,3,1,2007,0,Kirkland
1925000.0,5.0,4.25,4830,8050,2.5,4,1,1914,1,Seattle
327000.0,5.0,2.75,2400,8050,2.0,3,0,1998,1,Auburn
475000.0,5.0,2.5,2510,8050,1.0,4,1,1977,0,Kirkland
966000.0,5.0,4.5,3810,8019,2.0,3,0,2008,0,Sammamish
378000.0,5.0,2.5,2760,8015,1.0,4,1,1960,1,Seattle
506000.0,5.0,3.0,2430,8000,1.0,4,1,1957,1,Bellevue
525000.0,5.0,2.75,2440,8000,1.0,4,1,1972,0,Kirkland
375000.0,5.0,3.25,3370,7947,2.0,3,0,2001,0,Kirkland
1400000.0,5.0,4.25,3530,7924,2.0,3,0,2001,0,Mercer Island
530000.0,5.0,2.25,2140,7910,1.0,3,1,1962,1,Bellevue
245000.0,5.0,1.75,2020,7902,1.0,3,1,1962,1,Seattle
0.0,5.0,2.25,2000,7900,1.0,4,1,1986,0,SeaTac
302000.0,5.0,2.25,2180,7813,2.0,3,0,1986,0,Maple Valley
1300000.0,5.0,4.0,3366,7800,2.5,3,1,1937,1,Seattle
262000.0,5.0,1.0,1870,7800,1.0,3,1,1962,1,Seattle
600000.0,5.0,2.25,2980,7781,1.0,3,1,1960,1,Seattle
455000.0,5.0,2.5,2240,7770,1.0,3,1,1978,0,Kirkland
260000.0,5.0,2.5,2025,7760,2.0,3,0,2007,0,Pacific
480000.0,5.0,2.5,2160,7737,2.0,3,0,1998,1,Snoqualmie
480000.0,5.0,2.75,2550,7725,1.0,5,1,1967,0,Newcastle
330000.0,5.0,3.0,2100,7715,1.0,3,1,2013,1,Burien
290000.0,5.0,1.5,2120,7700,1.5,5,0,1962,0,Renton
837219.0,5.0,2.75,3030,7679,2.0,3,0,2014,0,Sammamish
292000.0,5.0,2.5,2490,7666,1.0,4,1,1989,0,Kent
465250.0,5.0,2.0,1940,7642,1.5,3,0,1957,1,Shoreline
690000.0,5.0,3.5,2720,7598,2.0,3,1,1993,0,Seattle
469000.0,5.0,2.5,2240,7543,1.0,3,1,1966,1,Shoreline
750000.0,5.0,3.25,2750,7500,2.0,3,1,1937,1,Kirkland
1240000.0,5.0,3.0,2830,7500,2.0,3,1,1923,1,Seattle
449500.0,5.0,2.75,2040,7488,1.0,4,1,1969,0,Kirkland
950000.0,5.0,3.25,3400,7452,2.0,3,0,1999,0,Bellevue
359900.0,5.0,2.25,2290,7420,1.0,3,1,1973,1,Renton
498500.0,5.0,2.75,2990,7420,2.0,3,0,1996,0,Renton
540500.0,5.0,3.75,3090,7415,2.0,3,0,2014,0,Burien
379900.0,5.0,3.5,2800,7350,2.0,3,0,1995,0,Seattle
337500.0,5.0,2.0,1700,7314,1.0,3,1,1956,1,Seattle
0.0,5.0,2.0,1910,7200,1.0,4,1,1951,1,Seattle
661500.0,5.0,2.5,2500,7200,1.0,4,1,1977,0,Redmond
292050.0,5.0,3.0,2840,7199,1.0,3,1,2003,0,Tukwila
279950.0,5.0,1.75,2150,7171,1.0,4,1,1970,0,Kent
580000.0,5.0,2.0,2290,7125,1.0,3,1,1964,1,Bellevue
819900.0,5.0,2.75,3150,7119,2.0,3,0,2013,1,Redmond
0.0,5.0,1.5,1500,7112,1.0,5,1,1920,0,Burien
632500.0,5.0,2.5,2640,7096,2.0,3,0,2003,0,Redmond
664950.0,5.0,3.0,3190,7081,1.0,3,1,2013,1,Seattle
549900.0,5.0,2.75,3060,7015,1.0,5,1,1979,0,Seattle
345000.0,5.0,2.5,2450,6994,2.0,3,0,2002,0,Kent
555000.0,5.0,3.0,3640,6930,2.0,3,0,2004,1,Maple Valley
0.0,5.0,3.5,2640,6895,2.0,3,0,2001,0,Snoqualmie
0.0,5.0,2.75,3240,6863,2.0,3,0,2013,1,Renton
445000.0,5.0,1.75,2460,6846,1.5,5,1,1911,1,Seattle
397000.0,5.0,1.0,1170,6757,1.0,4,1,1944,0,Seattle
185000.0,5.0,1.0,1590,6700,1.5,3,1,1942,1,Seattle
1120000.0,5.0,1.5,2540,6660,2.0,4,1,1954,1,Seattle
359000.0,5.0,1.75,1940,6654,1.5,4,0,1953,1,Burien
408000.0,5.0,3.25,2820,6589,1.5,3,1,1906,1,Seattle
1234582.0,5.0,3.25,3240,6551,1.5,4,1,1939,1,Seattle
675000.0,5.0,2.5,3200,6455,2.0,3,0,2009,0,Snoqualmie
295832.0,5.0,1.0,1410,6400,1.0,5,1,1955,0,Des Moines
300000.0,5.0,3.0,1940,6355,1.0,3,1,2007,0,Seattle
0.0,5.0,4.5,4630,6324,2.0,3,1,2006,0,Snoqualmie
285000.0,5.0,2.5,2270,6300,2.0,3,0,1995,0,Auburn
325000.0,5.0,2.75,2130,6222,1.0,3,1,1991,0,Seattle
230000.0,5.0,2.0,1930,6120,1.5,3,0,1941,1,Seattle
239950.0,5.0,1.0,1460,6032,2.0,4,0,1941,1,Tukwila
950000.0,5.0,3.75,5330,6000,2.0,3,1,2006,0,Issaquah
580000.0,5.0,2.0,2060,6000,2.0,3,0,1903,1,Seattle
1180000.0,5.0,3.75,3630,6000,1.5,3,1,2004,1,Kirkland
607500.0,5.0,1.75,2220,6000,1.5,3,1,1923,1,Seattle
380000.0,5.0,1.75,3000,6000,1.0,5,1,1958,0,Seattle
890000.0,5.0,3.5,4490,6000,2.0,3,1,2006,0,Issaquah
580000.0,5.0,2.0,1940,6000,1.0,5,1,1945,0,Seattle
300000.0,5.0,2.5,2760,6000,2.0,3,0,2006,0,Seattle
1085000.0,5.0,2.5,2340,6000,2.0,4,0,1922,0,Seattle
1335000.0,5.0,2.25,4200,5800,2.5,4,1,1906,1,Seattle
250000.0,5.0,1.5,2520,5753,1.5,4,1,1928,0,Enumclaw
373000.0,5.0,2.5,3001,5710,2.0,3,0,2006,0,Kent
765000.0,5.0,3.0,2870,5700,1.0,3,1,1964,1,Seattle
